"REF_DATE","GEO","DGUID","Gender","Sociodemographic characteristics","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231894","1.2.53.1.1","38.1","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231895","1.2.53.1.2","33.8","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231896","1.2.53.1.3","42.6","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231897","1.2.53.1.4","1025","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231898","1.2.53.1.5","885","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231899","1.2.53.1.6","1165","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231900","1.2.53.2.1","61.9","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231901","1.2.53.2.2","57.4","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231902","1.2.53.2.3","66.2","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231903","1.2.53.2.4","1664","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231904","1.2.53.2.5","1489","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","College, CEGEP or other non-university certificate or diploma","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231905","1.2.53.2.6","1838","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231906","1.2.54.1.1","49.1","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231907","1.2.54.1.2","39.9","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231908","1.2.54.1.3","58.3","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231909","1.2.54.1.4","282","E","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231910","1.2.54.1.5","206","E","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231911","1.2.54.1.6","358","E","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231912","1.2.54.2.1","50.9","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231913","1.2.54.2.2","41.7","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231914","1.2.54.2.3","60.1","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231915","1.2.54.2.4","292","E","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231916","1.2.54.2.5","223","E","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate or diploma below bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231917","1.2.54.2.6","362","E","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231918","1.2.55.1.1","53.1","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231919","1.2.55.1.2","49.8","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231920","1.2.55.1.3","56.4","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231921","1.2.55.1.4","2613","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231922","1.2.55.1.5","2428","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231923","1.2.55.1.6","2798","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231924","1.2.55.2.1","46.9","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231925","1.2.55.2.2","43.6","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231926","1.2.55.2.3","50.2","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231927","1.2.55.2.4","2306","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231928","1.2.55.2.5","2119","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree or higher","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231929","1.2.55.2.6","2494","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231930","1.2.56.1.1","51.1","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231931","1.2.56.1.2","46.8","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231932","1.2.56.1.3","55.4","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231933","1.2.56.1.4","1572","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231934","1.2.56.1.5","1408","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231935","1.2.56.1.6","1735","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231936","1.2.56.2.1","48.9","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231937","1.2.56.2.2","44.6","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231938","1.2.56.2.3","53.2","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231939","1.2.56.2.4","1503","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231940","1.2.56.2.5","1336","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Bachelor's degree","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231941","1.2.56.2.6","1670","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231942","1.2.57.1.1","56.5","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231943","1.2.57.1.2","51.4","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231944","1.2.57.1.3","61.3","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231945","1.2.57.1.4","1041","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231946","1.2.57.1.5","920","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231947","1.2.57.1.6","1163","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231948","1.2.57.2.1","43.5","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231949","1.2.57.2.2","38.7","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231950","1.2.57.2.3","48.6","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231951","1.2.57.2.4","803","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231952","1.2.57.2.5","679","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","University certificate, diploma or degree above bachelor level","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231953","1.2.57.2.6","927","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231954","1.2.58.1.1","42.8","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231955","1.2.58.1.2","41.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231956","1.2.58.1.3","44.6","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231957","1.2.58.1.4","7199","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231958","1.2.58.1.5","6896","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231959","1.2.58.1.6","7501","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231960","1.2.58.2.1","57.2","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231961","1.2.58.2.2","55.4","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231962","1.2.58.2.3","59.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231963","1.2.58.2.4","9615","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231964","1.2.58.2.5","9307","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, by main activity","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231965","1.2.58.2.6","9923","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231966","1.2.59.1.1","42.5","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231967","1.2.59.1.2","40.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231968","1.2.59.1.3","45.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231969","1.2.59.1.4","3955","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231970","1.2.59.1.5","3695","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231971","1.2.59.1.6","4216","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231972","1.2.59.2.1","57.5","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231973","1.2.59.2.2","55.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231974","1.2.59.2.3","60.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231975","1.2.59.2.4","5357","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231976","1.2.59.2.5","5067","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231977","1.2.59.2.6","5648","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231978","1.2.60.1.1","43.3","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231979","1.2.60.1.2","40.1","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231980","1.2.60.1.3","46.5","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231981","1.2.60.1.4","1444","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231982","1.2.60.1.5","1327","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231983","1.2.60.1.6","1560","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231984","1.2.60.2.1","56.7","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231985","1.2.60.2.2","53.5","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231986","1.2.60.2.3","59.9","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231987","1.2.60.2.4","1892","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231988","1.2.60.2.5","1757","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Retired","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231989","1.2.60.2.6","2027","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231990","1.2.61.1.1","43.2","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231991","1.2.61.1.2","39.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231992","1.2.61.1.3","47.5","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231993","1.2.61.1.4","1800","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231994","1.2.61.1.5","1587","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231995","1.2.61.1.6","2012","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231996","1.2.61.2.1","56.8","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231997","1.2.61.2.2","52.5","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231998","1.2.61.2.3","61.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231999","1.2.61.2.4","2366","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232000","1.2.61.2.5","2122","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Other activity","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232001","1.2.61.2.6","2609","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232002","1.2.62.1.1","42.8","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232003","1.2.62.1.2","41.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232004","1.2.62.1.3","44.6","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232005","1.2.62.1.4","7199","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232006","1.2.62.1.5","6896","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232007","1.2.62.1.6","7501","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232008","1.2.62.2.1","57.2","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232009","1.2.62.2.2","55.4","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232010","1.2.62.2.3","59.0","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232011","1.2.62.2.4","9615","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232012","1.2.62.2.5","9307","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Total, urban and rural areas","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232013","1.2.62.2.6","9923","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232014","1.2.63.1.1","42.7","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232015","1.2.63.1.2","40.7","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232016","1.2.63.1.3","44.6","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232017","1.2.63.1.4","6358","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232018","1.2.63.1.5","6063","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232019","1.2.63.1.6","6652","","","","0"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232020","1.2.63.2.1","57.3","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232021","1.2.63.2.2","55.4","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232022","1.2.63.2.3","59.3","","","","1"
"2024-07","Canada (excluding territories)","2021A000011124","Men","Urban areas","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232023","1.2.63.2.4","8543","","","","0"
