"REF_DATE","GEO","DGUID","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Manitoba","2021A000246","Both sexes","Changed eating habits to manage weight, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708248","8.1.14.5","5.8","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Changed eating habits to manage weight, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708249","8.1.14.6","8.9","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Number of persons","Number","223","units","0","v1663708250","8.1.15.1","15100","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708251","8.1.15.2","13300","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708252","8.1.15.3","17200","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Percentage","Percent","239","units","0","v1663708253","8.1.15.4","16.5","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708254","8.1.15.5","14.5","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708255","8.1.15.6","18.8","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, daily","Number of persons","Number","223","units","0","v1663708256","8.1.16.1","9200","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708257","8.1.16.2","7700","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708258","8.1.16.3","10800","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, daily","Percentage","Percent","239","units","0","v1663708259","8.1.16.4","10.0","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708260","8.1.16.5","8.4","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Preoccupied with a desire to be thinner, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708261","8.1.16.6","11.9","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, weekly or daily","Number of persons","Number","223","units","0","v1663708262","8.1.17.1","","F","","","0"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708263","8.1.17.2","","F","","","0"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708264","8.1.17.3","","F","","","0"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, weekly or daily","Percentage","Percent","239","units","0","v1663708265","8.1.17.4","1.5","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708266","8.1.17.5","1.0","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708267","8.1.17.6","2.5","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, daily","Number of persons","Number","223","units","0","v1663708268","8.1.18.1","","x","","","0"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708269","8.1.18.2","","x","","","0"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708270","8.1.18.3","","x","","","0"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, daily","Percentage","Percent","239","units","0","v1663708271","8.1.18.4","","x","","","1"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708272","8.1.18.5","","x","","","1"
"2023","Manitoba","2021A000246","Both sexes","Vomited to lose weight, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708273","8.1.18.6","","x","","","1"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of bullying in the past 12 months","Number of persons","Number","223","units","0","v1663708274","8.1.19.1","57500","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of bullying in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708275","8.1.19.2","54600","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of bullying in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663708276","8.1.19.3","60200","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of bullying in the past 12 months","Percentage","Percent","239","units","0","v1663708277","8.1.19.4","65.4","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of bullying in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708278","8.1.19.5","62.4","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of bullying in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663708279","8.1.19.6","68.3","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Number of persons","Number","223","units","0","v1663708280","8.1.20.1","21100","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708281","8.1.20.2","18800","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663708282","8.1.20.3","23300","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Percentage","Percent","239","units","0","v1663708283","8.1.20.4","23.6","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708284","8.1.20.5","21.2","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Experienced at least one form of cyberbullying in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663708285","8.1.20.6","26.2","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Recreational screen time, within recommended screen time limits","Number of persons","Number","223","units","0","v1663708286","8.1.21.1","19100","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Recreational screen time, within recommended screen time limits","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708287","8.1.21.2","17100","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Recreational screen time, within recommended screen time limits","High 95% confidence interval, number of persons","Number","223","units","0","v1663708288","8.1.21.3","21100","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Recreational screen time, within recommended screen time limits","Percentage","Percent","239","units","0","v1663708289","8.1.21.4","20.9","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Recreational screen time, within recommended screen time limits","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708290","8.1.21.5","18.6","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Recreational screen time, within recommended screen time limits","High 95% confidence interval, percentage","Percent","239","units","0","v1663708291","8.1.21.6","23.4","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Met sleep guidelines in the last 7 days","Number of persons","Number","223","units","0","v1663708292","8.1.22.1","55100","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Met sleep guidelines in the last 7 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708293","8.1.22.2","52400","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Met sleep guidelines in the last 7 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663708294","8.1.22.3","57800","","","","0"
"2023","Manitoba","2021A000246","Both sexes","Met sleep guidelines in the last 7 days","Percentage","Percent","239","units","0","v1663708295","8.1.22.4","61.1","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Met sleep guidelines in the last 7 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708296","8.1.22.5","58.1","","","","1"
"2023","Manitoba","2021A000246","Both sexes","Met sleep guidelines in the last 7 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663708297","8.1.22.6","63.9","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived health, excellent or very good","Number of persons","Number","223","units","0","v1663708298","8.2.1.1","36800","","","","0"
"2023","Manitoba","2021A000246","Males","Perceived health, excellent or very good","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708299","8.2.1.2","35100","","","","0"
"2023","Manitoba","2021A000246","Males","Perceived health, excellent or very good","High 95% confidence interval, number of persons","Number","223","units","0","v1663708300","8.2.1.3","38300","","","","0"
"2023","Manitoba","2021A000246","Males","Perceived health, excellent or very good","Percentage","Percent","239","units","0","v1663708301","8.2.1.4","79.2","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived health, excellent or very good","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708302","8.2.1.5","75.6","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived health, excellent or very good","High 95% confidence interval, percentage","Percent","239","units","0","v1663708303","8.2.1.6","82.4","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v1663708304","8.2.2.1","","F","","","0"
"2023","Manitoba","2021A000246","Males","Perceived health, fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708305","8.2.2.2","","F","","","0"
"2023","Manitoba","2021A000246","Males","Perceived health, fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1663708306","8.2.2.3","","F","","","0"
"2023","Manitoba","2021A000246","Males","Perceived health, fair or poor","Percentage","Percent","239","units","0","v1663708307","8.2.2.4","2.3","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived health, fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708308","8.2.2.5","1.3","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived health, fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1663708309","8.2.2.6","4.0","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived mental health, excellent or very good","Number of persons","Number","223","units","0","v1663708310","8.2.3.1","31900","","","","0"
"2023","Manitoba","2021A000246","Males","Perceived mental health, excellent or very good","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708311","8.2.3.2","30000","","","","0"
"2023","Manitoba","2021A000246","Males","Perceived mental health, excellent or very good","High 95% confidence interval, number of persons","Number","223","units","0","v1663708312","8.2.3.3","33700","","","","0"
"2023","Manitoba","2021A000246","Males","Perceived mental health, excellent or very good","Percentage","Percent","239","units","0","v1663708313","8.2.3.4","68.4","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived mental health, excellent or very good","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708314","8.2.3.5","64.4","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived mental health, excellent or very good","High 95% confidence interval, percentage","Percent","239","units","0","v1663708315","8.2.3.6","72.1","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v1663708316","8.2.4.1","4400","E","","","0"
"2023","Manitoba","2021A000246","Males","Perceived mental health, fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708317","8.2.4.2","3400","E","","","0"
"2023","Manitoba","2021A000246","Males","Perceived mental health, fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1663708318","8.2.4.3","5500","E","","","0"
"2023","Manitoba","2021A000246","Males","Perceived mental health, fair or poor","Percentage","Percent","239","units","0","v1663708319","8.2.4.4","9.4","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived mental health, fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708320","8.2.4.5","7.2","","","","1"
"2023","Manitoba","2021A000246","Males","Perceived mental health, fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1663708321","8.2.4.6","12.1","","","","1"
"2023","Manitoba","2021A000246","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v1663708322","8.2.5.1","43600","","","","0"
"2023","Manitoba","2021A000246","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708323","8.2.5.2","42600","","","","0"
"2023","Manitoba","2021A000246","Males","Youth's perceived life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons","Number","223","units","0","v1663708324","8.2.5.3","44500","","","","0"
"2023","Manitoba","2021A000246","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Percentage","Percent","239","units","0","v1663708325","8.2.5.4","94.0","","","","1"
"2023","Manitoba","2021A000246","Males","Youth's perceived life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708326","8.2.5.5","91.7","","","","1"
"2023","Manitoba","2021A000246","Males","Youth's perceived life satisfaction, satisfied or very satisfied","High 95% confidence interval, percentage","Percent","239","units","0","v1663708327","8.2.5.6","95.7","","","","1"
"2023","Manitoba","2021A000246","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Number of persons","Number","223","units","0","v1663708328","8.2.6.1","4300","E","","","0"
"2023","Manitoba","2021A000246","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708329","8.2.6.2","3300","E","","","0"
"2023","Manitoba","2021A000246","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, number of persons","Number","223","units","0","v1663708330","8.2.6.3","5400","E","","","0"
"2023","Manitoba","2021A000246","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Percentage","Percent","239","units","0","v1663708331","8.2.6.4","9.2","","","","1"
"2023","Manitoba","2021A000246","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708332","8.2.6.5","7.1","","","","1"
"2023","Manitoba","2021A000246","Males","Youth's perceived life stress, quite a bit stressful or extremely stressful","High 95% confidence interval, percentage","Percent","239","units","0","v1663708333","8.2.6.6","11.9","","","","1"
"2023","Manitoba","2021A000246","Males","Feels alone, often","Number of persons","Number","223","units","0","v1663708334","8.2.7.1","","F","","","0"
"2023","Manitoba","2021A000246","Males","Feels alone, often","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708335","8.2.7.2","","F","","","0"
"2023","Manitoba","2021A000246","Males","Feels alone, often","High 95% confidence interval, number of persons","Number","223","units","0","v1663708336","8.2.7.3","","F","","","0"
"2023","Manitoba","2021A000246","Males","Feels alone, often","Percentage","Percent","239","units","0","v1663708337","8.2.7.4","6.7","","","","1"
"2023","Manitoba","2021A000246","Males","Feels alone, often","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708338","8.2.7.5","4.9","","","","1"
"2023","Manitoba","2021A000246","Males","Feels alone, often","High 95% confidence interval, percentage","Percent","239","units","0","v1663708339","8.2.7.6","9.1","","","","1"
"2023","Manitoba","2021A000246","Males","Smoked daily or occasionally, past 30 days","Number of persons","Number","223","units","0","v1663708340","8.2.8.1","","x","","","0"
"2023","Manitoba","2021A000246","Males","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708341","8.2.8.2","","x","","","0"
"2023","Manitoba","2021A000246","Males","Smoked daily or occasionally, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663708342","8.2.8.3","","x","","","0"
"2023","Manitoba","2021A000246","Males","Smoked daily or occasionally, past 30 days","Percentage","Percent","239","units","0","v1663708343","8.2.8.4","","x","","","1"
"2023","Manitoba","2021A000246","Males","Smoked daily or occasionally, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708344","8.2.8.5","","x","","","1"
"2023","Manitoba","2021A000246","Males","Smoked daily or occasionally, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663708345","8.2.8.6","","x","","","1"
"2023","Manitoba","2021A000246","Males","Smoked daily or almost daily, past 30 days","Number of persons","Number","223","units","0","v1663708346","8.2.9.1","","x","","","0"
"2023","Manitoba","2021A000246","Males","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708347","8.2.9.2","","x","","","0"
"2023","Manitoba","2021A000246","Males","Smoked daily or almost daily, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663708348","8.2.9.3","","x","","","0"
"2023","Manitoba","2021A000246","Males","Smoked daily or almost daily, past 30 days","Percentage","Percent","239","units","0","v1663708349","8.2.9.4","","x","","","1"
"2023","Manitoba","2021A000246","Males","Smoked daily or almost daily, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708350","8.2.9.5","","x","","","1"
"2023","Manitoba","2021A000246","Males","Smoked daily or almost daily, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663708351","8.2.9.6","","x","","","1"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months","Number of persons","Number","223","units","0","v1663708352","8.2.10.1","3400","E","","","0"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708353","8.2.10.2","2500","E","","","0"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663708354","8.2.10.3","4500","E","","","0"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months","Percentage","Percent","239","units","0","v1663708355","8.2.10.4","7.6","","","","1"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708356","8.2.10.5","5.7","","","","1"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1663708357","8.2.10.6","10.2","","","","1"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1663708358","8.2.11.1","","x","","","0"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708359","8.2.11.2","","x","","","0"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708360","8.2.11.3","","x","","","0"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months, daily or almost daily","Percentage","Percent","239","units","0","v1663708361","8.2.11.4","","x","","","1"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months, daily or almost daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708362","8.2.11.5","","x","","","1"
"2023","Manitoba","2021A000246","Males","Cannabis use in the past 12 months, daily or almost daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708363","8.2.11.6","","x","","","1"
"2023","Manitoba","2021A000246","Males","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1663708364","8.2.12.1","","F","","","0"
"2023","Manitoba","2021A000246","Males","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708365","8.2.12.2","","F","","","0"
"2023","Manitoba","2021A000246","Males","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, number of persons","Number","223","units","0","v1663708366","8.2.12.3","","F","","","0"
"2023","Manitoba","2021A000246","Males","Used e-cigarette or vaping device, past 30 days","Percentage","Percent","239","units","0","v1663708367","8.2.12.4","6.4","","","","1"
"2023","Manitoba","2021A000246","Males","Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708368","8.2.12.5","4.6","","","","1"
"2023","Manitoba","2021A000246","Males","Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, percentage","Percent","239","units","0","v1663708369","8.2.12.6","8.7","","","","1"
"2023","Manitoba","2021A000246","Males","Drank alcohol, past 12 months","Number of persons","Number","223","units","0","v1806928358","8.2.23.1","7200","","","","0"
"2023","Manitoba","2021A000246","Males","Drank alcohol, past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1806928359","8.2.23.2","5900","","","","0"
"2023","Manitoba","2021A000246","Males","Drank alcohol, past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1806928360","8.2.23.3","8600","","","","0"
"2023","Manitoba","2021A000246","Males","Drank alcohol, past 12 months","Percentage","Percent","239","units","0","v1806928361","8.2.23.4","15.9","","","","1"
"2023","Manitoba","2021A000246","Males","Drank alcohol, past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1806928362","8.2.23.5","13.1","","","","1"
"2023","Manitoba","2021A000246","Males","Drank alcohol, past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1806928363","8.2.23.6","19.3","","","","1"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, weekly or daily","Number of persons","Number","223","units","0","v1663708370","8.2.13.1","6400","E","","","0"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708371","8.2.13.2","5100","E","","","0"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708372","8.2.13.3","7800","E","","","0"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, weekly or daily","Percentage","Percent","239","units","0","v1663708373","8.2.13.4","13.8","","","","1"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708374","8.2.13.5","11.2","","","","1"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708375","8.2.13.6","16.9","","","","1"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, daily","Number of persons","Number","223","units","0","v1663708376","8.2.14.1","3600","E","","","0"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708377","8.2.14.2","2600","E","","","0"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708378","8.2.14.3","4700","E","","","0"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, daily","Percentage","Percent","239","units","0","v1663708379","8.2.14.4","7.7","","","","1"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708380","8.2.14.5","5.7","","","","1"
"2023","Manitoba","2021A000246","Males","Changed eating habits to manage weight, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708381","8.2.14.6","10.3","","","","1"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, weekly or daily","Number of persons","Number","223","units","0","v1663708382","8.2.15.1","5200","E","","","0"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708383","8.2.15.2","4000","E","","","0"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708384","8.2.15.3","6400","E","","","0"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, weekly or daily","Percentage","Percent","239","units","0","v1663708385","8.2.15.4","11.3","","","","1"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708386","8.2.15.5","8.9","","","","1"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708387","8.2.15.6","14.2","","","","1"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, daily","Number of persons","Number","223","units","0","v1663708388","8.2.16.1","","F","","","0"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708389","8.2.16.2","","F","","","0"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708390","8.2.16.3","","F","","","0"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, daily","Percentage","Percent","239","units","0","v1663708391","8.2.16.4","6.2","","","","1"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708392","8.2.16.5","4.5","","","","1"
"2023","Manitoba","2021A000246","Males","Preoccupied with a desire to be thinner, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708393","8.2.16.6","8.6","","","","1"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, weekly or daily","Number of persons","Number","223","units","0","v1663708394","8.2.17.1","","x","","","0"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, weekly or daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708395","8.2.17.2","","x","","","0"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, weekly or daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708396","8.2.17.3","","x","","","0"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, weekly or daily","Percentage","Percent","239","units","0","v1663708397","8.2.17.4","","x","","","1"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, weekly or daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708398","8.2.17.5","","x","","","1"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, weekly or daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708399","8.2.17.6","","x","","","1"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, daily","Number of persons","Number","223","units","0","v1663708400","8.2.18.1","","x","","","0"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, daily","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708401","8.2.18.2","","x","","","0"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, daily","High 95% confidence interval, number of persons","Number","223","units","0","v1663708402","8.2.18.3","","x","","","0"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, daily","Percentage","Percent","239","units","0","v1663708403","8.2.18.4","","x","","","1"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, daily","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708404","8.2.18.5","","x","","","1"
"2023","Manitoba","2021A000246","Males","Vomited to lose weight, daily","High 95% confidence interval, percentage","Percent","239","units","0","v1663708405","8.2.18.6","","x","","","1"
"2023","Manitoba","2021A000246","Males","Experienced at least one form of bullying in the past 12 months","Number of persons","Number","223","units","0","v1663708406","8.2.19.1","28200","","","","0"
"2023","Manitoba","2021A000246","Males","Experienced at least one form of bullying in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1663708407","8.2.19.2","26100","","","","0"
"2023","Manitoba","2021A000246","Males","Experienced at least one form of bullying in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1663708408","8.2.19.3","30200","","","","0"
"2023","Manitoba","2021A000246","Males","Experienced at least one form of bullying in the past 12 months","Percentage","Percent","239","units","0","v1663708409","8.2.19.4","64.3","","","","1"
"2023","Manitoba","2021A000246","Males","Experienced at least one form of bullying in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1663708410","8.2.19.5","59.9","","","","1"
